type,f1,em,chrf,bleu,sbert,num_comparison
original,0.5362100444837382,0.35789473684210527,59.37967082206042,46.389792483865314,0.6898324968861906,950
multi_turn,0.5194881628530406,0.17894736842105263,57.46142489799224,43.42499649159792,0.684536469503967,950

